Pzp;0101010000000001
Gdc1;1001100000000001
Proz;0001111000000000
Cxadr;0000000001111000
Fgb;0111100000000000
Aldob;0000000111100000
Cfi;0000011110000000
Vcam1;0000000000011110
Timp3;0011001000000001
E2f2;1000000000000111
